full_name,brand_name,selling_price,new_price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_power,seats
Honda Jazz 1.2 V AT i VTEC,Honda,8.21 Lakh*,New Car (On-Road Price) : Rs.8.94-11.48 Lakh*,2019,Dealer,"7,000 kms",First Owner,Petrol,Automatic,Mileage19.0 kmpl,Engine1199 CC,Max Power88.7 bhp,Seats5
Hyundai Grand i10 Asta Option,Hyundai,5.1 Lakh*,null,2016,Dealer,"40,000 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1197 CC,Max Power82 bhp,Seats5
Ford Figo Petrol ZXI,Ford,2 Lakh*,New Car (On-Road Price) : Rs.6.58-8.24 Lakh*,2011,Dealer,"5,70,000 kms",First Owner,Petrol,Manual,Mileage15.6 kmpl,Engine1196 CC,Max Power70 bhp,Seats5
Mahindra Scorpio 1.99 S4 Plus,Mahindra,10.25 Lakh*,New Car (On-Road Price) : Rs.15.51-19.91 Lakh*,2017,Dealer,"61,000 kms",First Owner,Diesel,Manual,Mileage15.4 kmpl,Engine1997 CC,Max Power120 bhp,Seats7
Ford Figo Aspire Facelift,Ford,5.25 Lakh*,New Car (On-Road Price) : Rs.10.16-10.57 Lakh*,2017,Individual,"60,000 kms",First Owner,Diesel,Manual,null,Engine1498 CC,Max Power99 bhp,null
Maruti Baleno Zeta 1.2,Maruti,5.5 Lakh*,New Car (On-Road Price) : Rs.6.87-10.54 Lakh*,2016,Individual,"95,000 kms",First Owner,Petrol,Manual,Mileage21.4 kmpl,Engine1197 CC,Max Power83.1 bhp,Seats5
Hyundai Elantra 2.0 SX Option AT,Hyundai,15.5 Lakh*,New Car (On-Road Price) : Rs.21.07-23.54 Lakh*,2018,Dealer,"18,000 kms",First Owner,Petrol,Automatic,Mileage14.62 kmpl,Engine1999 CC,Max Power149.92 bhp,Seats5
Maruti Ciaz ZDi Plus,Maruti,6.79 Lakh*,null,2015,Dealer,"67,181 kms",First Owner,Diesel,Manual,Mileage26.21 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
Renault Duster Petrol RxL,Renault,5.45 Lakh*,New Car (On-Road Price) : Rs.11.64-16.89 Lakh*,2014,Individual,"1,20,000 kms",First Owner,Petrol,Manual,Mileage13.24 kmpl,Engine1598 CC,Max Power102.57 bhp,Seats5
Honda City 1.5 S MT,Honda,2.75 Lakh*,null,2010,Dealer,"84,768 kms",First Owner,Petrol,Manual,Mileage17.0 kmpl,Engine1497 CC,Max Power118 bhp,Seats5
Maruti A Star Lxi,Maruti,1.85 Lakh*,null,2010,Dealer,"28,563 kms",First Owner,Petrol,Manual,Mileage19.0 kmpl,Engine998 CC,Max Power66.1 bhp,Seats5
Maruti Celerio Green VXI,Maruti,4.22 Lakh*,New Car (On-Road Price) : Rs.6.39-6.45 Lakh*,2015,Dealer,"36,000 kms",First Owner,CNG,Manual,Mileage31.79 km/kg,Engine998 CC,Max Power58.2 bhp,Seats5
Chevrolet Spark 1.0 LS LPG,Chevrolet,"89,000*",null,2008,Dealer,"39,000 kms",First Owner,LPG,Manual,Mileage16.0 km/kg,Engine995 CC,Max Power59 bhp,Seats5
Mahindra Scorpio S6 Plus 7 Seater,Mahindra,9.75 Lakh*,New Car (On-Road Price) : Rs.14.49-18.69 Lakh*,2016,Dealer,"49,490 kms",First Owner,Diesel,Manual,Mileage15.4 kmpl,Engine2179 CC,Max Power120 bhp,Seats7
Maruti Ertiga CNG VXI,Maruti,7.9 Lakh*,New Car (On-Road Price) : Rs.10.22 Lakh*,2017,Dealer,"33,072 kms",First Owner,CNG,Manual,Mileage26.08 km/kg,Engine1462 CC,Max Power91.19 bhp,Seats7
Maruti Ertiga ZDI,Maruti,6.99 Lakh*,null,2015,Individual,"92,457 kms",First Owner,Diesel,Manual,Mileage20.77 kmpl,Engine1248 CC,Max Power88.8 bhp,Seats7
Volkswagen Ameo 1.5 TDI Trendline,Volkswagen,5 Lakh*,null,2017,Dealer,"44,000 kms",First Owner,Diesel,Manual,Mileage21.66 kmpl,Engine1498 CC,Max Power108.62 bhp,Seats5
Mahindra XUV500 W4,Mahindra,6.9 Lakh*,New Car (On-Road Price) : Rs.16.61-23.39 Lakh*,2014,Dealer,"1,14,000 kms",First Owner,Diesel,Manual,Mileage15.1 kmpl,Engine2179 CC,Max Power140 bhp,Seats7
Volkswagen Polo GT TSI,Volkswagen,6.62 Lakh*,New Car (On-Road Price) : Rs.6.96-11.44 Lakh*,2015,Dealer,"56,606 kms",First Owner,Petrol,Automatic,Mileage17.21 kmpl,Engine1197 CC,Max Power103.6 bhp,Seats5
Hyundai Verna 1.6 SX VTVT (O),Hyundai,4.85 Lakh*,New Car (On-Road Price) : Rs.10.56-16.45 Lakh*,2013,Dealer,"57,800 kms",First Owner,Petrol,Manual,Mileage17.1 kmpl,Engine1591 CC,Max Power121.3 bhp,Seats5
Honda City i DTEC V,Honda,5.2 Lakh*,null,2014,Individual,"70,000 kms",First Owner,Diesel,Manual,Mileage26.0 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
Hyundai Grand i10 Sportz,Hyundai,4.25 Lakh*,New Car (On-Road Price) : Rs.6.87-7.22 Lakh*,2014,Individual,"35,000 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1197 CC,Max Power82 bhp,Seats5
Tata Manza Club Class Quadrajet90 LX,Tata,2.4 Lakh*,null,2012,Individual,"1,10,000 kms",First Owner,Diesel,Manual,Mileage21.02 kmpl,Engine1248 CC,Max Power88.76 bhp,Seats5
Maruti Ciaz ZXi,Maruti,7 Lakh*,New Car (On-Road Price) : Rs.9.95-13.51 Lakh*,2015,Individual,"25,000 kms",First Owner,Petrol,Manual,Mileage20.73 kmpl,Engine1373 CC,Max Power91.1 bhp,Seats5
Hyundai Elantra 2.0 SX Option AT,Hyundai,18.9 Lakh*,New Car (On-Road Price) : Rs.20.69-23.12 Lakh*,2019,Individual,"10,000 kms",First Owner,Petrol,Automatic,Mileage14.62 kmpl,Engine1999 CC,Max Power149.92 bhp,Seats5
Maruti Baleno Alpha 1.2,Maruti,7 Lakh*,New Car (On-Road Price) : Rs.6.88-10.68 Lakh*,2018,Dealer,"16,348 kms",First Owner,Petrol,Manual,Mileage21.4 kmpl,Engine1197 CC,Max Power83.1 bhp,Seats5
Maruti Wagon R CNG LXI BSIV,Maruti,3.49 Lakh*,New Car (On-Road Price) : Rs.6.21-6.29 Lakh*,2013,Dealer,"55,853 kms",First Owner,CNG,Manual,Mileage33.54 km/kg,Engine998 CC,Max Power67.04 bhp,Seats5
Maruti Baleno Zeta Automatic,Maruti,7.45 Lakh*,null,2017,Dealer,"21,000 kms",First Owner,Petrol,Automatic,Mileage21.4 kmpl,Engine1197 CC,Max Power83.1 bhp,Seats5
Skoda Superb Elegance 1.8 TSI AT,Skoda,5.35 Lakh*,New Car (On-Road Price) : Rs.36.70-39.68 Lakh*,2011,Dealer,"44,275 kms",First Owner,Petrol,Automatic,Mileage13.7 kmpl,Engine1798 CC,Max Power157.75 bhp,Seats5
Maruti Wagon R LXI CNG,Maruti,3.5 Lakh*,New Car (On-Road Price) : Rs.6.09-6.17 Lakh*,2013,Dealer,"58,288 kms",First Owner,CNG,Manual,Mileage26.2 km/kg,Engine998 CC,Max Power58.2 bhp,Seats5
Mahindra KUV100 NXT G80 K8,Mahindra,5 Lakh*,New Car (On-Road Price) : Rs.6.66-8.46 Lakh*,2018,Individual,"79,814 kms",First Owner,Petrol,Manual,Mileage18.15 kmpl,Engine1198 CC,Max Power82 bhp,Seats6
BMW 5 Series 530d M Sport,BMW,32 Lakh*,New Car (On-Road Price) : Rs.76.04-85.24 Lakh*,2016,Dealer,"27,000 kms",First Owner,Diesel,Automatic,Mileage14.69 kmpl,Engine2993 CC,Max Power258 bhp,Seats5
Hyundai Elantra SX AT,Hyundai,7.5 Lakh*,New Car (On-Road Price) : Rs.21.07-23.54 Lakh*,2013,Individual,"80,000 kms",First Owner,Petrol,Automatic,Mileage14.5 kmpl,Engine1797 CC,Max Power147.5 bhp,Seats5
Hyundai Creta 1.4 S,Hyundai,10.5 Lakh*,New Car (On-Road Price) : Rs.12.11-20.45 Lakh*,2019,Individual,"38,000 kms",First Owner,Diesel,Manual,Mileage22.1 kmpl,Engine1396 CC,Max Power88.7 bhp,Seats5
BMW 3 Series 320d Sport Line,BMW,16.99 Lakh*,New Car (On-Road Price) : Rs.51.47-59.46 Lakh*,2014,Dealer,"25,000 kms",First Owner,Diesel,Automatic,Mileage18.88 kmpl,Engine1995 CC,Max Power184 bhp,Seats5
Maruti Swift VDI,Maruti,4.95 Lakh*,null,2014,Dealer,"67,800 kms",First Owner,Diesel,Manual,Mileage28.4 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
Maruti Wagon R VXI,Maruti,2.2 Lakh*,New Car (On-Road Price) : Rs.5.40-7.19 Lakh*,2010,Dealer,"49,000 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine998 CC,Max Power67.1 bhp,Seats5
Honda City 1.5 V MT Sunroof,Honda,7.54 Lakh*,New Car (On-Road Price) : Rs.12.90-17.10 Lakh*,2016,Dealer,"36,070 kms",First Owner,Petrol,Manual,Mileage16.8 kmpl,Engine1497 CC,Max Power116.3 bhp,Seats5
Maruti SX4 S Cross DDiS 200 Zeta,Maruti,6.2 Lakh*,null,2015,Dealer,"46,253 kms",First Owner,Diesel,Manual,Mileage23.65 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
Ford Figo Petrol ZXI,Ford,2.49 Lakh*,New Car (On-Road Price) : Rs.6.58-8.24 Lakh*,2012,Dealer,"55,500 kms",First Owner,Petrol,Manual,Mileage15.6 kmpl,Engine1196 CC,Max Power70 bhp,Seats5
Tata Indigo LX BSIV,Tata,3.25 Lakh*,null,2013,Individual,"58,388 kms",First Owner,Diesel,Manual,Mileage23.03 kmpl,Engine1396 CC,Max Power69 bhp,Seats5
Skoda Rapid 1.5 TDI AT Ambition,Skoda,6.75 Lakh*,null,2016,Dealer,"48,000 kms",First Owner,Diesel,Automatic,Mileage21.66 kmpl,Engine1498 CC,Max Power103.52 bhp,Seats5
Hyundai i20 2015-2017 Sportz 1.2,Hyundai,5.78 Lakh*,New Car (On-Road Price) : Rs.8.38-13.24 Lakh*,2016,Dealer,"35,000 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power81.83 bhp,Seats5
Maruti Ertiga VXI CNG,Maruti,8.45 Lakh*,New Car (On-Road Price) : Rs.10.23 Lakh*,2017,Dealer,"12,000 kms",First Owner,CNG,Manual,Mileage17.5 km/kg,Engine1373 CC,Max Power80.46 bhp,Seats7
Datsun RediGO S,Datsun,3.1 Lakh*,New Car (On-Road Price) : Rs.4.00-6.32 Lakh*,2017,Dealer,"23,000 kms",First Owner,Petrol,Manual,Mileage22.7 kmpl,Engine799 CC,Max Power53.64 bhp,Seats5
Hyundai Creta 1.6 VTVT AT SX Plus,Hyundai,11.25 Lakh*,null,2017,Dealer,"49,000 kms",First Owner,Petrol,Automatic,Mileage13.0 kmpl,Engine1591 CC,Max Power121.3 bhp,Seats5
Hyundai Xcent 1.1 CRDi S,Hyundai,5 Lakh*,null,2016,Individual,"1,90,000 kms",First Owner,Diesel,Manual,Mileage24.4 kmpl,Engine1120 CC,Max Power71 bhp,Seats5
Honda BRV i-DTEC S MT,Honda,7.55 Lakh*,null,2016,Dealer,"61,000 kms",First Owner,Diesel,Manual,Mileage21.9 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats7
Maruti Alto LXi BSIII,Maruti,1.45 Lakh*,null,2009,Dealer,"55,274 kms",First Owner,Petrol,Manual,Mileage19.7 kmpl,Engine796 CC,Max Power46.3 bhp,Seats5
Hyundai Santro Xing XS,Hyundai,1.35 Lakh*,null,2008,Dealer,"60,000 kms",First Owner,Petrol,Manual,Mileage17.8 kmpl,Engine1086 CC,Max Power63 bhp,Seats5
Maruti Ritz VXI,Maruti,2.9 Lakh*,null,2011,Dealer,"85,250 kms",First Owner,Petrol,Manual,Mileage21.1 kmpl,Engine1197 CC,Max Power85.80 bhp,Seats5
Skoda Superb Elegance 1.8 TSI AT,Skoda,3.99 Lakh*,null,2010,Dealer,"64,400 kms",First Owner,Petrol,Automatic,Mileage13.7 kmpl,Engine1798 CC,Max Power157.75 bhp,Seats5
Maruti Baleno Delta 1.3,Maruti,6.5 Lakh*,null,2016,Individual,"1,00,000 kms",First Owner,Diesel,Manual,Mileage27.39 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
Maruti Swift VDI BSIV,Maruti,5.85 Lakh*,null,2017,Dealer,"73,000 kms",First Owner,Diesel,Manual,Mileage17.8 kmpl,Engine1248 CC,null,Seats5
Maruti Swift Dzire VXI,Maruti,4.75 Lakh*,New Car (On-Road Price) : Rs.6.92-10.32 Lakh*,2014,Dealer,"94,000 kms",First Owner,Petrol,Manual,Mileage19.1 kmpl,Engine1197 CC,Max Power85.8 bhp,Seats5
Maruti Swift Dzire VXI,Maruti,4 Lakh*,New Car (On-Road Price) : Rs.6.92-10.31 Lakh*,2012,Individual,"80,000 kms",First Owner,Petrol,Manual,Mileage19.1 kmpl,Engine1197 CC,Max Power85.8 bhp,Seats5
Honda Amaze SX i-VTEC,Honda,4.75 Lakh*,New Car (On-Road Price) : Rs.7.27-10.25 Lakh*,2015,Dealer,"59,123 kms",First Owner,Petrol,Manual,Mileage18.0 kmpl,Engine1198 CC,Max Power86.7 bhp,Seats5
Volkswagen Vento 1.6 Comfortline BSIV,Volkswagen,3.7 Lakh*,null,2012,Dealer,"62,000 kms",First Owner,Petrol,Manual,Mileage16.09 kmpl,Engine1598 CC,Max Power103.2 bhp,Seats5
Maruti Swift Dzire VXI,Maruti,4.35 Lakh*,null,2013,Dealer,"56,694 kms",First Owner,Petrol,Manual,Mileage19.1 kmpl,Engine1197 CC,Max Power85.8 bhp,Seats5
Maruti Baleno Delta 1.2,Maruti,5.75 Lakh*,null,2018,Individual,"25,000 kms",First Owner,Petrol,Manual,Mileage21.4 kmpl,Engine1197 CC,Max Power83.1 bhp,Seats5
Hyundai Verna 1.6 SX VTVT (O),Hyundai,5 Lakh*,New Car (On-Road Price) : Rs.10.56-16.45 Lakh*,2012,Dealer,"78,000 kms",First Owner,Petrol,Manual,Mileage17.1 kmpl,Engine1591 CC,Max Power121.3 bhp,Seats5
Honda City i VTEC VX,Honda,7.5 Lakh*,New Car (On-Road Price) : Rs.12.90-16.99 Lakh*,2016,Dealer,"13,321 kms",First Owner,Petrol,Manual,Mileage17.8 kmpl,Engine1497 CC,Max Power117.3 bhp,Seats5
Mercedes-Benz C-Class C 220d Avantgarde Edition C,Mercedes-Benz,10.5 Lakh*,New Car (On-Road Price) : Rs.52.16-65.17 Lakh*,2013,Dealer,"77,000 kms",First Owner,Diesel,Automatic,Mileage19.27 kmpl,Engine2143 CC,Max Power167.62 bhp,Seats5
Land Rover Freelander 2 HSE SD4,Land Rover,21.5 Lakh*,null,2010,Dealer,"1,20,000 kms",First Owner,Diesel,Automatic,Mileage12.35 kmpl,Engine2179 CC,Max Power187.74 bhp,Seats5
Hyundai i20 Magna 1.4 CRDi (Diesel),Hyundai,4.25 Lakh*,New Car (On-Road Price) : Rs.9.67-12.83 Lakh*,2013,Individual,"70,000 kms",First Owner,Diesel,Manual,Mileage21.9 kmpl,Engine1396 CC,Max Power88.76 bhp,Seats5
Tata Manza Aqua Quadrajet,Tata,2.5 Lakh*,null,2010,Individual,"90,000 kms",First Owner,Diesel,Manual,Mileage18.8 kmpl,Engine1248 CC,Max Power90 bhp,Seats5
Maruti Baleno Zeta CVT,Maruti,5.75 Lakh*,New Car (On-Road Price) : Rs.6.87-10.54 Lakh*,2015,Dealer,"59,769 kms",First Owner,Petrol,Automatic,Mileage19.56 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
Tata Nano XTA,Tata,2.25 Lakh*,null,2016,Dealer,"17,000 kms",First Owner,Petrol,Automatic,Mileage21.9 kmpl,Engine624 CC,Max Power37.48 bhp,Seats4
Mahindra Bolero 2011-2019 SLE,Mahindra,8 Lakh*,New Car (On-Road Price) : Rs.9.00-10.53 Lakh*,2019,Dealer,"23,000 kms",First Owner,Diesel,Manual,Mileage15.96 kmpl,Engine2523 CC,Max Power62.1 bhp,Seats7
Hyundai i20 Magna 1.4 CRDi,Hyundai,7.75 Lakh*,New Car (On-Road Price) : Rs.9.68-12.84 Lakh*,2018,Dealer,"48,000 kms",First Owner,Diesel,Manual,Mileage22.54 kmpl,Engine1396 CC,Max Power88.73 bhp,Seats5
Maruti Alto K10 Knightracer,Maruti,2.3 Lakh*,null,2013,Individual,"70,000 kms",First Owner,Petrol,Manual,Mileage20.2 kmpl,Engine998 CC,Max Power67.1 bhp,Seats5
Ford Figo Diesel EXI,Ford,2.95 Lakh*,null,2012,Individual,"41,650 kms",First Owner,Diesel,Manual,Mileage20.0 kmpl,Engine1399 CC,Max Power68 bhp,Seats5
Maruti Alto 800 LXI,Maruti,3.14 Lakh*,New Car (On-Road Price) : Rs.3.60-4.80 Lakh*,2017,Dealer,"10,617 kms",First Owner,Petrol,Manual,Mileage24.7 kmpl,Engine796 CC,Max Power47.3 bhp,Seats5
Honda Amaze E i-Dtech,Honda,3.99 Lakh*,New Car (On-Road Price) : Rs.9.18-11.77 Lakh*,2014,Individual,"56,000 kms",First Owner,Diesel,Manual,Mileage25.8 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
Maruti Alto 800 VXI,Maruti,3.23 Lakh*,New Car (On-Road Price) : Rs.3.50-4.69 Lakh*,2017,Dealer,"9,122 kms",First Owner,Petrol,Manual,Mileage24.7 kmpl,Engine796 CC,Max Power47.3 bhp,Seats5
Chevrolet Sail Hatchback 1.3 TCDi,Chevrolet,2.9 Lakh*,null,2015,Individual,"90,000 kms",First Owner,Diesel,Manual,Mileage22.1 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
Maruti Swift RS VDI,Maruti,4.85 Lakh*,null,2014,Dealer,"1,00,000 kms",First Owner,Diesel,Manual,Mileage22.9 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Hyundai,6.5 Lakh*,New Car (On-Road Price) : Rs.9.67-12.83 Lakh*,2016,Dealer,"54,000 kms",First Owner,Diesel,Manual,Mileage23.0 kmpl,Engine1396 CC,Max Power90 bhp,Seats5
Maruti Vitara Brezza LDi Option,Maruti,7.35 Lakh*,null,2017,Dealer,"85,000 kms",First Owner,Diesel,Manual,Mileage24.3 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
Ford Fiesta 1.5 TDCi Trend,Ford,5.1 Lakh*,null,2015,Individual,"1,20,000 kms",First Owner,Diesel,Manual,Mileage25.01 kmpl,Engine1498 CC,Max Power89.75 bhp,Seats5
Renault KWID 1.0 RXT Opt,Renault,3.15 Lakh*,New Car (On-Road Price) : Rs.4.15-6.68 Lakh*,2016,Dealer,"51,000 kms",First Owner,Petrol,Manual,Mileage21.74 kmpl,Engine999 CC,Max Power67 bhp,Seats5
Mahindra XUV500 W8 2WD,Mahindra,7.85 Lakh*,New Car (On-Road Price) : Rs.16.59-23.37 Lakh*,2014,Dealer,"1,03,000 kms",First Owner,Diesel,Manual,Mileage15.1 kmpl,Engine2179 CC,Max Power140 bhp,Seats7
Maruti Baleno Alpha 1.2,Maruti,6.75 Lakh*,New Car (On-Road Price) : Rs.6.88-10.68 Lakh*,2017,Dealer,"40,174 kms",First Owner,Petrol,Manual,Mileage21.4 kmpl,Engine1197 CC,Max Power83.1 bhp,Seats5
Maruti Zen LXI,Maruti,"95,000*",null,2005,Individual,"90,000 kms",First Owner,Petrol,Manual,Mileage17.3 kmpl,Engine993 CC,Max Power60 bhp,Seats5
Honda City i-VTEC CVT V,Honda,8.7 Lakh*,New Car (On-Road Price) : Rs.12.91-17.15 Lakh*,2017,Individual,"70,000 kms",First Owner,Petrol,Automatic,Mileage18.0 kmpl,Engine1497 CC,Max Power117.6 bhp,Seats5
Maruti Celerio VXI,Maruti,3.75 Lakh*,New Car (On-Road Price) : Rs.5.03-6.31 Lakh*,2016,Individual,"70,000 kms",First Owner,Petrol,Manual,Mileage23.1 kmpl,Engine998 CC,Max Power67.04 bhp,Seats5
MG Hector Sharp DCT,MG,16.3 Lakh*,null,2019,Dealer,"6,231 kms",First Owner,Petrol,Automatic,Mileage13.96 kmpl,Engine1451 CC,Max Power141 bhp,Seats5
Skoda Fabia 1.2 TDI Ambition,Skoda,2.55 Lakh*,null,2011,Dealer,"56,767 kms",First Owner,Diesel,Manual,Mileage20.86 kmpl,Engine1199 CC,Max Power73.9 bhp,Seats5
Hyundai i20 1.4 Asta Option,Hyundai,7.95 Lakh*,New Car (On-Road Price) : Rs.9.67-12.83 Lakh*,2017,Dealer,"56,244 kms",First Owner,Diesel,Manual,Mileage22.54 kmpl,Engine1396 CC,Max Power88.73 bhp,Seats5
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Maruti,11 Lakh*,null,2018,Individual,"35,000 kms",First Owner,Diesel,Automatic,Mileage24.3 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
Mahindra TUV 300 T8,Mahindra,7.8 Lakh*,null,2016,Dealer,"58,237 kms",First Owner,Diesel,Manual,Mileage18.49 kmpl,Engine1493 CC,Max Power100 bhp,Seats7
Hyundai Creta 1.6 SX Automatic Diesel,Hyundai,13.4 Lakh*,New Car (On-Road Price) : Rs.12.32-20.80 Lakh*,2017,Dealer,"68,000 kms",First Owner,Diesel,Automatic,Mileage17.6 kmpl,Engine1582 CC,Max Power126.2 bhp,Seats5
Toyota Innova Crysta 2016-2020 2.4 GX MT BSIV,Toyota,15 Lakh*,New Car (On-Road Price) : Rs.19.66-29.59 Lakh*,2016,Individual,"40,000 kms",First Owner,Diesel,Manual,Mileage13.68 kmpl,Engine2393 CC,Max Power147.8 bhp,Seats7
Nissan Sunny XL CVT,Nissan,3.75 Lakh*,null,2015,Dealer,"58,479 kms",First Owner,Petrol,Automatic,Mileage17.97 kmpl,Engine1498 CC,Max Power99.6 bhp,Seats5
Tata Tigor EV XM,Tata,7.75 Lakh*,New Car (On-Road Price) : Rs.11.16-11.49 Lakh*,2019,Dealer,"4,076 kms",First Owner,Electric,Automatic,null,null,Max Power40.23 bhp,Seats5
Skoda Superb Elegance 1.8 TSI AT,Skoda,3.75 Lakh*,null,2010,Dealer,"82,000 kms",First Owner,Petrol,Automatic,Mileage13.7 kmpl,Engine1798 CC,Max Power157.75 bhp,Seats5
Volkswagen Polo Diesel Trendline 1.2L,Volkswagen,3.75 Lakh*,null,2013,Individual,"1,10,000 kms",First Owner,Diesel,Manual,Mileage22.07 kmpl,Engine1199 CC,Max Power73.9 bhp,Seats5
Maruti Celerio X AMT ZXI Option,Maruti,5.5 Lakh*,New Car (On-Road Price) : Rs.5.78-6.70 Lakh*,2018,Trustmark Dealer,"9,522 kms",First Owner,Petrol,Automatic,Mileage21.63 kmpl,Engine998 CC,Max Power67.05 bhp,Seats5
Skoda Rapid 1.6 TDI Ambition,Skoda,4.1 Lakh*,null,2013,Individual,"70,000 kms",First Owner,Diesel,Manual,Mileage20.5 kmpl,Engine1598 CC,Max Power103.5 bhp,Seats5
Maruti SX4 ZXI MT BSIV Leather,Maruti,2.5 Lakh*,null,2011,Individual,"78,760 kms",First Owner,Petrol,Manual,Mileage15.5 kmpl,Engine1586 CC,Max Power103.3 bhp,Seats5
Maruti Celerio X ZXI,Maruti,4.55 Lakh*,New Car (On-Road Price) : Rs.5.78-6.70 Lakh*,2018,Dealer,"22,000 kms",First Owner,Petrol,Manual,Mileage21.63 kmpl,Engine998 CC,Max Power67.05 bhp,Seats5
Volkswagen Vento 1.6 Trendline,Volkswagen,3.25 Lakh*,New Car (On-Road Price) : Rs.10.47-16.21 Lakh*,2011,Dealer,"69,000 kms",First Owner,Petrol,Manual,Mileage16.09 kmpl,Engine1598 CC,Max Power103.2 bhp,Seats5
Mercedes-Benz E-Class E 200 CGI,Mercedes-Benz,39.45 Lakh*,null,2017,Dealer,"35,000 kms",First Owner,Petrol,Automatic,Mileage12.0 kmpl,Engine1991 CC,Max Power181.03 bhp,Seats5
Hyundai Elantra CRDi SX AT,Hyundai,6.51 Lakh*,New Car (On-Road Price) : Rs.22.44-25.31 Lakh*,2013,Dealer,"1,12,087 kms",First Owner,Diesel,Automatic,Mileage19.5 kmpl,Engine1582 CC,Max Power126.24 bhp,Seats5
Fiat Grande Punto 1.2 Emotion,Fiat,1.75 Lakh*,null,2011,Dealer,"78,338 kms",First Owner,Petrol,Manual,Mileage16.2 kmpl,Engine1172 CC,Max Power68 bhp,Seats5
Hyundai Grand i10 Asta Option,Hyundai,4.85 Lakh*,New Car (On-Road Price) : Rs.7.06-7.42 Lakh*,2015,Dealer,"38,000 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1197 CC,Max Power82 bhp,Seats5
Honda Amaze VX i-DTEC,Honda,3.8 Lakh*,null,2013,Dealer,"54,000 kms",First Owner,Diesel,Manual,Mileage25.8 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
Volkswagen Vento 1.5 TDI Highline AT,Volkswagen,9.51 Lakh*,null,2018,Dealer,"30,000 kms",First Owner,Diesel,Automatic,Mileage22.15 kmpl,Engine1498 CC,Max Power108.6 bhp,Seats5
Skoda Rapid 1.5 TDI AT Style Plus,Skoda,5.8 Lakh*,null,2016,Dealer,"72,000 kms",First Owner,Diesel,Automatic,Mileage21.66 kmpl,Engine1498 CC,Max Power103.52 bhp,Seats5
Maruti Ertiga SHVS VDI Limited Edition,Maruti,8.75 Lakh*,null,2017,Dealer,"35,000 kms",First Owner,Diesel,Manual,Mileage24.52 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats7
Maruti Ertiga VXI CNG,Maruti,8.19 Lakh*,New Car (On-Road Price) : Rs.10.22 Lakh*,2018,Dealer,"49,000 kms",First Owner,CNG,Manual,Mileage17.5 km/kg,Engine1373 CC,Max Power80.46 bhp,Seats7
Maruti Alto 800 VXI,Maruti,3.45 Lakh*,New Car (On-Road Price) : Rs.3.50-4.69 Lakh*,2018,Dealer,"17,000 kms",First Owner,Petrol,Manual,Mileage24.7 kmpl,Engine796 CC,Max Power47.3 bhp,Seats5
Maruti Vitara Brezza ZDi Plus,Maruti,8.45 Lakh*,null,2017,Dealer,"32,000 kms",First Owner,Diesel,Manual,Mileage24.3 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
Honda Amaze VX i-DTEC,Honda,5.15 Lakh*,New Car (On-Road Price) : Rs.9.18-11.77 Lakh*,2015,Dealer,"43,251 kms",First Owner,Diesel,Manual,Mileage25.8 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
Maruti Swift Dzire Vdi BSIV,Maruti,6.15 Lakh*,null,2015,Dealer,"45,000 kms",First Owner,Diesel,Manual,Mileage19.3 kmpl,Engine1248 CC,Max Power73.9 bhp,Seats5
Hyundai i20 2015-2017 Sportz 1.2,Hyundai,5.71 Lakh*,New Car (On-Road Price) : Rs.7.90-13.23 Lakh*,2015,Dealer,"25,000 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power81.83 bhp,Seats5
Hyundai Verna 1.6 SX CRDi (O),Hyundai,4.95 Lakh*,New Car (On-Road Price) : Rs.12.85-18.11 Lakh*,2012,Dealer,"1,15,721 kms",First Owner,Diesel,Manual,Mileage22.32 kmpl,Engine1582 CC,Max Power126.32 bhp,Seats5
