full_name,brand_name,year,seller_type,owner_type,fuel_type,transmission_type,original_price,SP,mileage_cars(kmpl),engine_cc,maxx_power,Kmeter_driven,seat
Honda City i DTEC VX,Honda,2014,Dealer,First Owner,Diesel,Manual,17.63,6.91,25.1,1498,98.6,117000,5
Honda City i DTEC VX,Honda,2014,Dealer,First Owner,Diesel,Manual,17.52,7.25,25.1,1498,98.6,39000,5
Maruti Baleno Alpha CVT,Maruti,2018,Dealer,First Owner,Petrol,Automatic,10.73,8.25,19.56,1197,81.8,9600,5
Mahindra XUV500 W4 1.99 mHawk,Mahindra,2015,Dealer,First Owner,Diesel,Manual,23.39,7.76,16,1997,140,76000,7
Maruti Swift Dzire VXI,Maruti,2017,Dealer,First Owner,Petrol,Manual,10.46,6.25,20.85,1197,83.14,81000,5
Hyundai Santro Sportz CNG BSIV,Hyundai,2019,Dealer,First Owner,CNG,Manual,6.74,5.65,30.48,1086,58,20660,5
Maruti Baleno Alpha 1.2,Maruti,2017,Dealer,First Owner,Petrol,Manual,10.73,6.62,21.4,1197,83.1,26251,5
Maruti Wagon R LXI Minor,Maruti,2009,Individual,First Owner,Petrol,Manual,7.2,1.5,18.9,1061,67,70000,5
Tata Nexon 1.5 Revotorq XZA Plus DualTone,Tata,2018,Dealer,First Owner,Diesel,Automatic,15.61,9.6,21.5,1497,108.5,21000,5
BMW 5 Series 530d M Sport,BMW,2019,Dealer,First Owner,Diesel,Automatic,85.24,57,18.59,2993,261.49,6000,5
Mahindra XUV500 W8 2WD,Mahindra,2015,Dealer,First Owner,Diesel,Manual,23.39,8.49,15.1,2179,140,43000,7
Toyota Innova Crysta 2016-2020 2.8 GX AT 8S BSIV,Toyota,2016,Dealer,First Owner,Diesel,Automatic,30.1,16,11.36,2755,171.5,62000,8
Hyundai i20 1.2 Sportz,Hyundai,2010,Individual,First Owner,Petrol,Manual,13.24,3.1,17,1197,80,100000,5
Mahindra Scorpio S6 7 Seater,Mahindra,2014,Individual,First Owner,Diesel,Manual,19.25,8.51,15.4,2179,120,60000,7
Honda Civic ZX BSIV,Honda,2019,Dealer,First Owner,Petrol,Automatic,25.25,20.5,16.5,1799,139.46,12000,5
Hyundai Grand i10 Magna,Hyundai,2015,Dealer,First Owner,Petrol,Manual,7.42,4.15,18.9,1197,81.86,75000,5
Hyundai Verna CRDi 1.6 AT SX Plus,Hyundai,2017,Dealer,First Owner,Diesel,Automatic,18.11,11.2,22,1582,126.2,49000,5
Maruti Wagon R LXI CNG,Maruti,2011,Individual,First Owner,CNG,Manual,6.23,2,26.2,998,58.2,120000,5
Hyundai i10 Sportz 1.2,Hyundai,2014,Dealer,First Owner,Petrol,Manual,7.42,3.45,20.36,1197,78.9,73000,5
Honda Jazz 1.2 V AT i VTEC,Honda,2018,Dealer,First Owner,Petrol,Automatic,11.48,7.25,19,1199,88.7,15000,5
Honda Amaze S i-Dtech,Honda,2013,Dealer,First Owner,Diesel,Manual,11.76,4.5,25.8,1498,98.6,29500,5
Skoda Superb 1.8 TSI MT,Skoda,2011,Dealer,First Owner,Petrol,Manual,39.68,3.75,13.14,1798,160,61000,5
Honda Jazz 1.2 S i VTEC,Honda,2015,Dealer,First Owner,Petrol,Manual,11.45,5.61,18.7,1199,88.7,15000,5
Toyota Innova Crysta 2016-2020 2.4 GX MT BSIV,Toyota,2018,Dealer,First Owner,Diesel,Manual,30.1,16.5,13.68,2393,147.8,52000,7
Maruti Wagon R AMT VXI,Maruti,2017,Individual,First Owner,Petrol,Automatic,7.19,5.05,20.51,998,67,15000,5
Honda City 2017-2020 GXi,Honda,2007,Dealer,First Owner,Petrol,Manual,16.99,1.75,17.7,1497,78,85000,5
Hyundai Verna SX AT Diesel,Hyundai,2016,Dealer,First Owner,Diesel,Automatic,18.11,7.51,21.3,1493,113.42,63000,5
Toyota Camry 2.5 G,Toyota,2016,Dealer,First Owner,Petrol,Automatic,47.5,12.5,12.98,2494,178.4,119851,5
Ford Figo Petrol ZXI,Ford,2013,Dealer,First Owner,Petrol,Manual,8.44,2.95,15.6,1196,70,34000,5
Toyota Innova Crysta 2016-2020 2.4 ZX AT,Toyota,2018,Dealer,First Owner,Diesel,Automatic,30.63,20.9,13.68,2393,147.51,42000,7
Volkswagen Vento 1.2 TSI Highline AT,Volkswagen,2014,Dealer,First Owner,Petrol,Automatic,15.98,4.99,18.19,1197,103.2,45260,5
Maruti Ertiga VXI CNG,Maruti,2015,Dealer,First Owner,CNG,Manual,10.23,6.85,22.8,1373,80.9,31000,7
Honda City 1.5 V AT,Honda,2009,Dealer,First Owner,Petrol,Automatic,16.99,2.9,16.8,1497,118,67500,5
Volkswagen Polo 2015-2019 GT TSI,Volkswagen,2016,Dealer,First Owner,Petrol,Automatic,11.44,6.8,17.21,1197,103.5,22500,5
Hyundai Verna 1.6 CRDi SX,Hyundai,2017,Individual,First Owner,Diesel,Manual,18.09,11,23.9,1582,126.2,50000,5
Hyundai Grand i10 Sportz,Hyundai,2016,Dealer,First Owner,Petrol,Manual,7.41,4.5,18.9,1197,82,47500,5
Maruti Alto 800 LXI,Maruti,2013,Individual,First Owner,Petrol,Manual,4.69,1.8,22.74,796,47.3,60000,5
Mahindra Bolero 2011-2019 mHAWK D70 SLX,Mahindra,2011,Dealer,First Owner,Diesel,Manual,10.54,4.48,16.5,1493,70,31000,7
Maruti Wagon R LXI CNG,Maruti,2015,Dealer,First Owner,CNG,Manual,6.18,3.25,26.6,998,58.16,48000,5
BMW X1 sDrive 20d xLine,BMW,2016,Dealer,First Owner,Diesel,Automatic,53.4,28.5,20.68,1995,188,14000,5
Mahindra XUV500 W6 1.99 mHawk,Mahindra,2018,Individual,First Owner,Diesel,Manual,23.07,10,16,1997,140,60000,7
Mercedes-Benz C-Class C 220 CDI Avantgarde,Mercedes-Benz,2019,Dealer,First Owner,Diesel,Automatic,65.17,38,19.27,2143,170,7000,5
BMW 5 Series 520i Luxury Line,BMW,2016,Dealer,First Owner,Petrol,Automatic,74.78,30,14.04,1997,184,30000,5
Maruti Ciaz AT ZXi,Maruti,2016,Dealer,First Owner,Petrol,Automatic,13.51,6.9,19.12,1373,91.1,59000,5
BMW 3 Series 320d Sport Line,BMW,2014,Dealer,First Owner,Diesel,Automatic,59.46,16.85,18.88,1995,184,55000,5
Ford Ecosport 2015-2021 1.5 Diesel Trend,Ford,2015,Dealer,First Owner,Diesel,Manual,13.72,6.11,21.7,1498,98.96,71893,5
Mahindra KUV100 NXT G80 K4 Plus,Mahindra,2019,Individual,First Owner,Petrol,Manual,8.46,5.7,18.15,1198,82,15000,6
Volkswagen Vento 1.2 TSI Highline AT,Volkswagen,2013,Dealer,First Owner,Petrol,Automatic,16.31,4.75,16.93,1197,103.2,51500,5
Mercedes-Benz C-Class C 220 CDI Avantgarde,Mercedes-Benz,2013,Dealer,First Owner,Diesel,Automatic,66.99,14,19.27,2143,170,89172,5
Mahindra XUV500 W10 AWD,Mahindra,2015,Dealer,First Owner,Diesel,Manual,23.37,10.5,16,2179,140,140000,7
Maruti Swift Dzire ZXI 1.2,Maruti,2011,Dealer,First Owner,Petrol,Manual,10.31,3.24,21.21,1197,81.8,120000,5
Hyundai Grand i10 Magna,Hyundai,2014,Dealer,First Owner,Petrol,Manual,7.41,4.4,18.9,1197,82,36000,5
Maruti Ciaz Delta AT,Maruti,2019,Dealer,First Owner,Petrol,Automatic,13.51,11,20.04,1462,103.25,2950,5
Maruti Celerio VXi AMT,Maruti,2016,Dealer,First Owner,Petrol,Automatic,6.6,4.5,21.63,998,67.04,16393,5
Mahindra XUV500 AT W6 2WD,Mahindra,2017,Dealer,First Owner,Diesel,Automatic,23.39,11.6,16,2179,140,37000,7
Volkswagen Polo 1.2 MPI Trendline,Volkswagen,2017,Dealer,First Owner,Petrol,Manual,11.75,5.2,18.78,1198,74,13500,5
Mahindra Scorpio S10 8 Seater,Mahindra,2015,Dealer,First Owner,Diesel,Manual,18.69,9.25,15.4,2179,120,82000,8
Mahindra KUV 100 G80 K4 Plus 6Str,Mahindra,2017,Dealer,First Owner,Petrol,Manual,8.65,4.5,18.15,1198,82,20000,6
Honda City i DTec SV,Honda,2015,Dealer,First Owner,Diesel,Manual,17.39,6.5,26,1498,98.6,65122,5
Maruti Wagon R LXI CNG,Maruti,2014,Dealer,First Owner,CNG,Manual,6.17,3.4,26.2,998,58.2,87500,5
Maruti Baleno Delta 1.2,Maruti,2018,Dealer,First Owner,Petrol,Manual,10.73,6.25,21.4,1197,83.1,17000,5
Hyundai Grand i10 Sportz,Hyundai,2015,Individual,First Owner,Petrol,Manual,7.22,4.8,18.9,1197,82,13000,5
Hyundai Creta 1.6 CRDi SX Plus,Hyundai,2018,Dealer,First Owner,Diesel,Manual,20.82,13.6,19.67,1582,126.2,65411,5
Maruti Ciaz 1.4 Zeta,Maruti,2018,Dealer,First Owner,Petrol,Manual,13.51,8.1,20.73,1373,91.1,20286,5
Maruti Swift VXI BSIV,Maruti,2016,Dealer,First Owner,Petrol,Manual,9.3,5.75,22,1197,81.8,30000,5
Maruti Alto 800 LXI Optional,Maruti,2017,Dealer,First Owner,Petrol,Manual,4.8,3.3,24.7,796,47.3,33000,5
Jeep Compass 2.0 Limited,Jeep,2017,Dealer,First Owner,Diesel,Manual,34.11,16.45,17.1,1956,170,21356,5
Hyundai i20 Asta 1.2,Hyundai,2013,Individual,First Owner,Petrol,Manual,13.23,4,18.5,1197,82.85,80000,5
Honda City 1.5 V AT,Honda,2010,Dealer,First Owner,Petrol,Automatic,17.1,3.75,16.8,1497,118,105000,5
Honda City 2017-2020 CVT,Honda,2007,Dealer,First Owner,Petrol,Automatic,17.1,2.25,16.4,1497,78,62683,5
BMW 5 Series 523i,BMW,2010,Dealer,First Owner,Petrol,Automatic,74.78,13.99,10.8,2497,150,21000,5
Volkswagen Polo GT TSI,Volkswagen,2014,Dealer,First Owner,Petrol,Automatic,11.75,5.35,17.21,1197,103.6,53000,5
Maruti Swift VXI BSIV,Maruti,2014,Dealer,First Owner,Petrol,Manual,9.31,4.25,22,1197,81.8,41305,5
Renault KWID Climber 1.0 AMT,Renault,2017,Dealer,First Owner,Petrol,Automatic,6.65,4.11,24.04,999,67,36000,5
Ford Endeavour 3.2 Titanium AT 4X4,Ford,2017,Dealer,First Owner,Diesel,Automatic,42.68,28.75,10.91,3198,197,43000,7
Skoda Octavia Style Plus 1.8 TSI AT,Skoda,2017,Individual,First Owner,Petrol,Automatic,42.57,16,14.7,1798,177.5,50000,5
Toyota Innova Crysta 2016-2020 2.4 VX MT,Toyota,2016,Dealer,First Owner,Diesel,Manual,30.1,17,13.68,2393,147.51,65000,7
Maruti Wagon R VXI BS IV,Maruti,2012,Individual,First Owner,Petrol,Manual,7.19,3,18.9,998,67.1,30000,5
Maruti Wagon R CNG LXI,Maruti,2013,Dealer,First Owner,CNG,Manual,6.18,2.65,32.52,998,58.33,57000,5
Toyota Glanza V CVT,Toyota,2019,Dealer,First Owner,Petrol,Automatic,10.75,8.9,19.56,1197,81.8,9000,5
Maruti Swift VXI Optional,Maruti,2015,Individual,First Owner,Petrol,Manual,9.31,4.5,20.4,1197,81.8,20000,5
Ford Figo Petrol Titanium,Ford,2015,Individual,First Owner,Petrol,Manual,8.44,2.9,15.6,1196,70.02,26000,5
Honda WR-V i-VTEC VX,Honda,2017,Dealer,First Owner,Petrol,Manual,11.38,7.5,17.5,1199,88.7,27724,5
Tata Nexon 1.5 Revotorq XZ,Tata,2018,Individual,First Owner,Diesel,Manual,15.74,10,21.5,1497,108.5,25000,5
Hyundai i20 1.2 Era,Hyundai,2012,Individual,First Owner,Petrol,Manual,13.24,3.1,17,1197,80,48000,5
Honda Amaze S i-Dtech,Honda,2015,Dealer,First Owner,Diesel,Manual,11.77,4.75,25.8,1498,98.6,61058,5
Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,Toyota,2017,Individual,First Owner,Diesel,Manual,30.1,16.25,13.68,2393,147.8,60000,7
Renault KWID RXL,Renault,2018,Dealer,First Owner,Petrol,Manual,6.54,3.31,25.17,799,53.3,15000,5
Maruti Baleno Alpha 1.2,Maruti,2016,Dealer,First Owner,Petrol,Manual,10.73,6.15,21.4,1197,83.1,37072,5
BMW 3 Series 320d Corporate Edition,BMW,2011,Dealer,First Owner,Diesel,Automatic,59.46,8.5,16.07,1995,181,51000,4
Mahindra Bolero DI,Mahindra,2007,Individual,First Owner,Diesel,Manual,10.55,2.5,13.6,2523,63,120000,7
Maruti Swift ZXI Plus,Maruti,2018,Individual,First Owner,Petrol,Manual,8.9,7,22,1197,81.8,16000,5
Honda Amaze S Diesel,Honda,2013,Dealer,First Owner,Diesel,Manual,11.77,4.25,24.7,1498,98.63,121877,5
Toyota Fortuner 2016-2021 2.8 2WD MT BSIV,Toyota,2017,Individual,First Owner,Diesel,Manual,45.18,24,14.24,2755,174.5,60000,7
Maruti Wagon R VXi BSII,Maruti,2012,Individual,First Owner,Petrol,Manual,7.33,2.75,18.9,998,67.1,80000,5
Maruti Swift VXI BSIV,Maruti,2010,Dealer,First Owner,Petrol,Manual,9.3,3.11,22,1197,81.8,82000,5
Honda City i VTEC CVT VX,Honda,2015,Dealer,First Owner,Petrol,Automatic,16.99,8.2,18,1497,117.3,23461,5
Honda Jazz 1.2 V AT i VTEC,Honda,2017,Individual,First Owner,Petrol,Automatic,11.45,7.35,19,1199,88.7,19000,5
Skoda Rapid 1.6 MPI AT Ambition Plus,Skoda,2014,Dealer,First Owner,Petrol,Automatic,15.82,4.65,14.3,1598,103.6,62063,5
Maruti Wagon R VXI,Maruti,2015,Dealer,First Owner,Petrol,Manual,7.2,3.72,20.51,998,67.04,33766,5
Audi Q7 2006-2020 3.0 TDI quattro,Audi,2013,Dealer,First Owner,Diesel,Automatic,80.6,18.74,12.07,2967,241.4,128000,7
Volkswagen Vento Petrol Comfortline,Volkswagen,2012,Dealer,First Owner,Petrol,Manual,15.98,4.25,15.04,1598,103.6,71000,5
Honda City V MT,Honda,2015,Dealer,First Owner,Petrol,Manual,16.99,6.25,17.4,1497,117.6,51000,5
Tata Nexon 1.5 Revotorq XE,Tata,2018,Individual,First Owner,Diesel,Manual,15.25,7.25,21.5,1497,108.5,50000,5
Maruti Celerio Green VXI,Maruti,2014,Individual,First Owner,CNG,Manual,6.46,3.1,31.79,998,58.2,91000,5
Maruti Eeco 5 Seater Standard BSIV,Maruti,2014,Dealer,First Owner,Petrol,Manual,5.14,2.5,15.37,1196,73,161209,5
Maruti Ciaz AT ZXi,Maruti,2016,Dealer,First Owner,Petrol,Automatic,13.51,7.25,19.12,1373,91.1,33000,5
Hyundai i20 1.2 Asta,Hyundai,2017,Individual,First Owner,Petrol,Manual,13.24,7,18.6,1197,81.83,10000,5
Honda Jazz 1.2 SV i VTEC,Honda,2017,Dealer,First Owner,Petrol,Manual,11.45,6.5,18.7,1199,88.7,32714,5
Tata Tiago 1.2 Revotron XZ Plus,Tata,2019,Individual,First Owner,Petrol,Manual,7.95,5.5,23.84,1199,84,10000,5
Mahindra Bolero 2011-2019 Plus AC BSIV PS,Mahindra,2016,Individual,First Owner,Diesel,Manual,10.55,6.3,15.96,2523,63,80000,9
Volkswagen Vento Petrol Trendline,Volkswagen,2011,Dealer,First Owner,Petrol,Manual,16.31,3.35,15.04,1598,103.6,45000,5
Maruti Ertiga VXI CNG,Maruti,2017,Dealer,First Owner,CNG,Manual,10.23,8,17.5,1373,80.46,53393,7
Maruti Swift VXI,Maruti,2013,Individual,First Owner,Petrol,Manual,9.31,4,18.6,1197,85.8,97000,5
Datsun GO A EPS,Datsun,2016,Dealer,First Owner,Petrol,Manual,8.18,2.95,20.63,1198,67,29823,5
BMW 3 Series GT 320d Luxury Line,BMW,2015,Dealer,First Owner,Diesel,Automatic,59.46,18.25,19.59,1995,184,65000,5
Maruti Wagon R LXI,Maruti,2011,Dealer,First Owner,Petrol,Manual,7.2,2.45,21.79,998,67.05,48000,5
Honda City i VTEC SV,Honda,2015,Dealer,First Owner,Petrol,Manual,16.99,6.15,17.8,1497,117.3,42000,5
Maruti Swift Dzire VXI,Maruti,2012,Individual,First Owner,Petrol,Manual,10.46,4.3,19.1,1197,85.8,58000,5
Maruti Ignis Zeta AMT,Maruti,2019,Dealer,First Owner,Petrol,Automatic,8.69,6,20.89,1197,81.8,9343,5
Mahindra KUV 100 mFALCON G80 K2 Plus,Mahindra,2017,Individual,First Owner,Petrol,Manual,8.65,3.5,18.15,1198,82,70000,6
Maruti Wagon R LXI CNG,Maruti,2016,Dealer,First Owner,CNG,Manual,6.18,4.15,26.6,998,58.16,22000,5
Honda City i-VTEC CVT ZX,Honda,2019,Individual,First Owner,Petrol,Automatic,17.1,14,18,1497,117.6,25000,5
Hyundai Creta 1.6 VTVT E Plus,Hyundai,2016,Dealer,First Owner,Petrol,Manual,20.53,8.2,15.29,1591,121.3,27700,5
Mahindra XUV500 W4,Mahindra,2013,Individual,First Owner,Diesel,Manual,23.37,6,15.1,2179,140,60000,7
Maruti Swift AMT VXI,Maruti,2018,Individual,First Owner,Petrol,Automatic,9.06,6,21.21,1197,81.8,35000,5
Hyundai i20 Sportz Option 1.4 CRDi,Hyundai,2016,Individual,First Owner,Diesel,Manual,12.62,5.5,22.54,1396,88.73,85000,5
Maruti Alto 800 LXI,Maruti,2016,Dealer,First Owner,Petrol,Manual,4.8,3,22.74,796,47.3,9223,5
Hyundai Verna 1.6 CRDi S,Hyundai,2017,Dealer,First Owner,Diesel,Manual,18.09,9.25,23.9,1582,126.2,45910,5
Hyundai Creta 1.6 CRDi SX Plus,Hyundai,2017,Dealer,First Owner,Diesel,Manual,20.46,10.5,19.67,1582,126.2,51050,5
Tata Nexon 1.2 Revotron XM,Tata,2017,Dealer,First Owner,Petrol,Manual,13.79,6.9,17,1198,108.5,17000,5
MG Hector Sharp AT BSIV,MG,2019,Dealer,First Owner,Petrol,Automatic,21.37,18.55,13.96,1451,141,8500,5
Hyundai Grand i10 Sportz,Hyundai,2016,Dealer,First Owner,Petrol,Manual,7.42,4.55,18.9,1197,82,13000,5
Ford Aspire 1.2 Ti-VCT Titanium,Ford,2018,Individual,First Owner,Petrol,Manual,8.83,6.8,18.16,1196,86.8,5000,5
Honda City E,Honda,2015,Dealer,First Owner,Petrol,Manual,16.99,5.24,16.8,1497,116.3,29000,5
Hyundai Grand i10 Sportz,Hyundai,2016,Individual,First Owner,Petrol,Manual,7.41,4.1,18.9,1197,82,198000,5
Renault KWID 1.0 RXT AMT Opt BSIV,Renault,2017,Dealer,First Owner,Petrol,Automatic,6.68,3.49,24.04,999,67,35000,5
Honda City SV MT,Honda,2016,Dealer,First Owner,Petrol,Manual,16.99,7.45,17.4,1497,117.6,5730,5
Maruti Eeco 7 Seater Standard BSIV,Maruti,2019,Individual,First Owner,Petrol,Manual,5.14,3.8,15.37,1196,73,50000,7
Honda City i VTEC CVT SV,Honda,2016,Dealer,First Owner,Petrol,Automatic,17.1,7.01,18,1497,117.3,89682,5
Mercedes-Benz E-Class E 200 CGI,Mercedes-Benz,2011,Individual,First Owner,Petrol,Manual,172,9.5,12.3,1796,185,100000,5
Honda City i VTEC VX Option,Honda,2015,Dealer,First Owner,Petrol,Manual,16.99,6.51,17.4,1497,117.3,67584,5
Hyundai Verna 1.6 SX VTVT (O),Hyundai,2014,Dealer,First Owner,Petrol,Manual,16.43,6.91,17.1,1591,121.3,56200,5
Volkswagen Vento Petrol Highline,Volkswagen,2012,Individual,First Owner,Petrol,Manual,16.31,3.47,15.04,1598,103.6,19519,5
Hyundai Verna VTVT 1.6 SX,Hyundai,2019,Individual,First Owner,Petrol,Manual,16.45,9.99,17,1591,121.3,10000,5
Maruti Wagon R CNG LXI BSIV,Maruti,2012,Dealer,First Owner,CNG,Manual,6.29,3.4,33.54,998,67.04,62000,5
Porsche Macan 2L,Porsche,2017,Dealer,First Owner,Petrol,Automatic,99.01,59.95,13.6,1984,252,30350,5
Volkswagen Polo GT TSI,Volkswagen,2014,Dealer,First Owner,Petrol,Automatic,11.44,6.18,17.21,1197,103.6,27363,5
Maruti Ertiga VXI CNG,Maruti,2017,Dealer,First Owner,CNG,Manual,10.23,7.85,17.5,1373,80.46,54688,7
Maruti Alto 800 LXI,Maruti,2015,Dealer,First Owner,Petrol,Manual,4.8,2.9,22.74,796,47.3,90145,5
Renault KWID Climber 1.0 MT,Renault,2018,Dealer,First Owner,Petrol,Manual,6.54,4.11,23.01,999,67,15300,5
BMW 5 Series 520d Prestige,BMW,2013,Dealer,First Owner,Diesel,Automatic,85.24,17.5,18.12,1995,190,35000,5
Hyundai Elantra CRDi SX AT,Hyundai,2016,Dealer,First Owner,Diesel,Automatic,25.31,13.51,19.5,1582,126.24,29000,5
Honda City i DTEC V,Honda,2014,Dealer,First Owner,Diesel,Manual,17.52,5.79,26,1498,98.6,63351,5
Datsun GO Plus T BSIV,Datsun,2016,Individual,First Owner,Petrol,Manual,7.92,3.5,19.44,1198,67,50000,7
Honda Jazz 1.2 V AT i VTEC,Honda,2015,Dealer,First Owner,Petrol,Automatic,11.48,6.15,19,1199,88.7,41000,5
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,Hyundai,2017,Dealer,First Owner,Petrol,Manual,7.41,5.21,18.9,1197,81.86,29000,5
Hyundai Verna 1.6 SX CRDi (O),Hyundai,2012,Dealer,First Owner,Diesel,Manual,18.11,5.35,22.32,1582,126.32,67000,5
Renault KWID AMT,Renault,2017,Dealer,First Owner,Petrol,Automatic,6.54,4,24.04,999,67,11000,5
Mahindra KUV 100 mFALCON G80 K6 Plus,Mahindra,2017,Dealer,First Owner,Petrol,Manual,8.65,4.75,18.15,1198,82,42000,6
Hyundai i20 Magna Optional 1.2,Hyundai,2014,Dealer,First Owner,Petrol,Manual,13.24,4.25,18.5,1197,82.9,46500,5
Ford Ecosport 2015-2021 1.5 Diesel Titanium,Ford,2017,Dealer,First Owner,Diesel,Manual,13.71,7.75,21.7,1498,98.96,94500,5
Hyundai i20 Magna,Hyundai,2013,Individual,First Owner,Petrol,Manual,13.24,3.55,18.5,1197,82.85,26000,5
Maruti Wagon R CNG LXI BSIV,Maruti,2014,Dealer,First Owner,CNG,Manual,6.18,2.95,33.54,998,67.04,135975,5
Hyundai Grand i10 Sportz,Hyundai,2017,Individual,First Owner,Petrol,Manual,7.41,5.5,18.9,1197,82,21000,5
Honda Amaze VX i-DTEC,Honda,2015,Dealer,First Owner,Diesel,Manual,11.77,6,25.8,1498,98.6,44000,5
Honda City i VTEC CVT VX,Honda,2017,Dealer,First Owner,Petrol,Automatic,16.99,8.45,18,1497,117.3,54000,5
BMW X4 M Sport X xDrive30d,BMW,2019,Dealer,First Owner,Diesel,Automatic,82.69,65,14.71,2993,265,7099,5
Honda WR-V i-VTEC S,Honda,2017,Dealer,First Owner,Petrol,Manual,11.49,6.4,17.5,1199,88.7,44500,5
BMW X1 sDrive20d xLine,BMW,2013,Dealer,First Owner,Diesel,Automatic,51.59,9.45,19.62,1998,192,180000,5
Honda City i VTEC CVT VX,Honda,2016,Dealer,First Owner,Petrol,Automatic,17.27,8.45,18,1497,117.3,47592,5
Hyundai Creta 1.6 VTVT AT SX Plus,Hyundai,2017,Dealer,First Owner,Petrol,Automatic,20.53,10.95,13,1591,121.3,49000,5
Hyundai i20 1.2 Magna,Hyundai,2012,Individual,First Owner,Petrol,Manual,13.24,3.5,18.5,1197,80,36000,5
Toyota Innova Crysta 2016-2020 2.8 GX AT 8S BSIV,Toyota,2018,Dealer,First Owner,Diesel,Automatic,30.1,18.45,11.36,2755,171.5,27000,8
Hyundai Elantra 2.0 SX Option AT,Hyundai,2018,Dealer,First Owner,Petrol,Automatic,23.54,13.75,14.62,1999,149.92,34000,5
Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,Toyota,2016,Dealer,First Owner,Diesel,Manual,29.35,16.65,13.68,2393,147.8,125000,8
Toyota Innova Crysta 2016-2020 2.4 GX MT 8S BSIV,Toyota,2018,Individual,First Owner,Diesel,Manual,29.59,16,13.68,2393,147.8,20000,8
Maruti Swift VXI BSIV,Maruti,2015,Dealer,First Owner,Petrol,Manual,9.3,4.85,22,1197,81.8,38000,5
Hyundai Grand i10 Asta Option,Hyundai,2015,Dealer,First Owner,Petrol,Manual,7.42,4.75,18.9,1197,82,25000,5
Maruti Baleno Alpha,Maruti,2017,Dealer,First Owner,Petrol,Manual,10.73,7.89,21.01,1197,81.8,22000,5
Maruti Ciaz Delta BSIV,Maruti,2019,Dealer,First Owner,Petrol,Manual,13.51,8.3,21.56,1462,103.25,5000,5
Mahindra Scorpio 1.99 S4 9S,Mahindra,2017,Dealer,First Owner,Diesel,Manual,19.28,9.75,15.4,1997,120,35373,9
Hyundai Grand i10 Asta,Hyundai,2014,Dealer,First Owner,Petrol,Manual,7.42,4.5,18.9,1197,82,56229,5
Maruti Wagon R LXI CNG,Maruti,2012,Dealer,First Owner,CNG,Manual,6.29,2.95,26.2,998,58.2,63000,5
Mahindra Bolero 2011-2019 ZLX,Mahindra,2016,Individual,First Owner,Diesel,Manual,10.55,5.6,15.96,2523,62.1,120000,7
Tata Tiago 1.2 Revotron XZ,Tata,2016,Individual,First Owner,Petrol,Manual,7.95,4,23.84,1199,84,90000,5
Maruti Eeco CNG 5 Seater AC BSIV,Maruti,2014,Dealer,First Owner,CNG,Manual,5.84,3.49,21.94,1196,61.7,46311,5
BMW 5 Series 520d,BMW,2015,Dealer,First Owner,Diesel,Automatic,85.24,21.11,18.48,1995,177,55121,5
Maruti Wagon R VXI BS IV,Maruti,2013,Individual,First Owner,Petrol,Manual,7.19,3.2,18.9,998,67.1,40000,5
Renault KWID 1.0 RXL,Renault,2017,Dealer,First Owner,Petrol,Manual,6.54,3.15,23.01,999,67,18000,5
Maruti Wagon R VXI 1.2 BSIV,Maruti,2014,Dealer,First Owner,Petrol,Manual,7.33,3.7,21.5,1197,81.8,27000,5
Ford Figo Petrol ZXI,Ford,2011,Dealer,First Owner,Petrol,Manual,8.23,2.51,15.6,1196,70,44000,5
Ford Figo Petrol EXI,Ford,2010,Individual,First Owner,Petrol,Manual,8.48,2,15.6,1196,70,90000,5
Honda City 1.5 V MT,Honda,2013,Dealer,First Owner,Petrol,Manual,16.99,4.25,17,1497,118,61000,5
Hyundai i20 Asta 1.4 CRDi,Hyundai,2013,Individual,First Owner,Diesel,Manual,12.83,3.8,21.27,1396,88.76,167200,5
Maruti Wagon R CNG LXI BSIV,Maruti,2013,Dealer,First Owner,CNG,Manual,6.17,3.51,33.54,998,67.04,63000,5
Maruti Ertiga VXI,Maruti,2014,Individual,First Owner,Petrol,Manual,12.3,5.75,16.02,1373,93.7,34200,7
Maruti Swift Dzire VXi,Maruti,2010,Individual,First Owner,Petrol,Manual,10.32,2.75,17.5,1298,85.8,90000,5
Maruti Wagon R VXI,Maruti,2013,Dealer,First Owner,Petrol,Manual,7.33,3.2,20.51,998,67.04,43779,5
Maruti Wagon R VXI AMT,Maruti,2016,Dealer,First Owner,Petrol,Automatic,7.2,4,21.79,998,67.05,72829,5
Honda City 1.5 V MT,Honda,2011,Dealer,First Owner,Petrol,Manual,16.99,3.45,17,1497,118,59000,5
Renault KWID RXT,Renault,2016,Individual,First Owner,Petrol,Manual,5.99,2.7,25.17,799,53.3,25000,5
Hyundai Santro Sportz AMT BSIV,Hyundai,2019,Dealer,First Owner,Petrol,Automatic,7.4,5.75,20.3,1086,68,19000,5
BMW 5 Series 525d Sedan,BMW,2013,Dealer,First Owner,Diesel,Automatic,85.24,23.95,16.73,2993,218,25500,5
Hyundai i20 1.2 Spotz,Hyundai,2018,Dealer,First Owner,Petrol,Manual,13.23,6.99,18.6,1197,81.83,31868,5
